mnemonic,description
FOSEEA_EUR,"Other Depository Corporations Survey, Shares and Other Equity (Euro Area-Wide-Residency), Euros"
FOSE_EUR,"Other Depository Corporations Survey, Shares and other Equity, Euros"
FOSE_XDC,"Other Depository Corporations Survey, Shares and other Equity, National Currency"
FOSE_USD,"Other Depository Corporations Survey, Shares and other Equity, US Dollars"
FOST_EUR,"Other Depository Corporations Survey, Transferable Deposits Included In Broad Money, Euros"
FOST_XDC,"Other Depository Corporations Survey, Transferable Deposits Included In Broad Money, National Currency"
FOST_USD,"Other Depository Corporations Survey, Transferable Deposits Included In Broad Money, US Dollars"
FODAG_EUR,"Other Depository Corporations, Total Gross Assets, Euro"
FODAG_XDC,"Other Depository Corporations, Total Gross Assets, National Currency"
FODAG_USD,"Other Depository Corporations, Total Gross Assets, US Dollars"
FFSAD_EUR,"Other Financial Corporations Survey, Claims on Depository Corporations, Euros"
FFSAD_XDC,"Other Financial Corporations Survey, Claims on Depository Corporations, National Currency"
FFSAD_USD,"Other Financial Corporations Survey, Claims on Depository Corporations, US Dollars"
FFSAP_EUR,"Other Financial Corporations Survey, Claims on Other Sectors, Claims on Private Sector, Euros"
FFSAP_XDC,"Other Financial Corporations Survey, Claims on Other Sectors, Claims on Private Sector, National Currency"
FFSAP_USD,"Other Financial Corporations Survey, Claims on Other Sectors, Claims on Private Sector, US Dollars"
FFSAON_EUR,"Other Financial Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Euros"
FFSAON_XDC,"Other Financial Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, National Currency"
FFSAON_USD,"Other Financial Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, US Dollars"
FFSAOG_EUR,"Other Financial Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, Euros"
FFSAOG_XDC,"Other Financial Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, National Currency"
FFSAOG_USD,"Other Financial Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, US Dollars"
FFSAO_EUR,"Other Financial Corporations Survey, Claims on Other Sectors, Euros"
FFSAO_XDC,"Other Financial Corporations Survey, Claims on Other Sectors, National Currency"
FFSAO_USD,"Other Financial Corporations Survey, Claims on Other Sectors, US Dollars"
FFSD_EUR,"Other Financial Corporations Survey, Deposits, Euros"
FFSD_XDC,"Other Financial Corporations Survey, Deposits, National Currency"
FFSD_USD,"Other Financial Corporations Survey, Deposits, US Dollars"
FFSFD_EUR,"Other Financial Corporations Survey, Financial Derivatives, Euros"
FFSFD_XDC,"Other Financial Corporations Survey, Financial Derivatives, National Currency"
FFSFD_USD,"Other Financial Corporations Survey, Financial Derivatives, US Dollars"
FFSI_EUR,"Other Financial Corporations Survey, Insurance Technical Reserves, Euros"
FFSI_XDC,"Other Financial Corporations Survey, Insurance Technical Reserves, National Currency"
FFSI_USD,"Other Financial Corporations Survey, Insurance Technical Reserves, US Dollars"
FFSL_EUR,"Other Financial Corporations Survey, Loans, Euros"
FFSL_XDC,"Other Financial Corporations Survey, Loans, National Currency"
FFSL_USD,"Other Financial Corporations Survey, Loans, US Dollars"
FFSAG_EUR,"Other Financial Corporations Survey, Net Claims on Central Government, Claims on Central Government, Euros"
FFSAG_XDC,"Other Financial Corporations Survey, Net Claims on Central Government, Claims on Central Government, National Currency"
FFSAG_USD,"Other Financial Corporations Survey, Net Claims on Central Government, Claims on Central Government, US Dollars"
FFSG_EUR,"Other Financial Corporations Survey, Net Claims on Central Government, Euros"
FFSLG_EUR,"Other Financial Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Euros"
FFSLG_XDC,"Other Financial Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, National Currency"
FFSLG_USD,"Other Financial Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, US Dollars"
FFSG_XDC,"Other Financial Corporations Survey, Net Claims on Central Government, National Currency"
FFSG_USD,"Other Financial Corporations Survey, Net Claims on Central Government, US Dollars"
FFSAF_EUR,"Other Financial Corporations Survey, Net foreign Assets, Claims on Non-residents, Euros"
FFSAF_XDC,"Other Financial Corporations Survey, Net foreign Assets, Claims on Non-residents, National Currency"
FFSAF_USD,"Other Financial Corporations Survey, Net foreign Assets, Claims on Non-residents, US Dollars"
FFSF_EUR,"Other Financial Corporations Survey, Net foreign Assets, Euros"
FFSLF_EUR,"Other Financial Corporations Survey, Net foreign Assets, Liabilities to Non-residents, Euros"
FFSLF_XDC,"Other Financial Corporations Survey, Net foreign Assets, Liabilities to Non-residents, National Currency"
FFSLF_USD,"Other Financial Corporations Survey, Net foreign Assets, Liabilities to Non-residents, US Dollars"
FFSF_XDC,"Other Financial Corporations Survey, Net foreign Assets, National Currency"
FFSF_USD,"Other Financial Corporations Survey, Net foreign Assets, US Dollars"
FFSO_EUR,"Other Financial Corporations Survey, Other Items (Net), Euros"
FFSO_XDC,"Other Financial Corporations Survey, Other Items (Net), National Currency"
FFSO_USD,"Other Financial Corporations Survey, Other Items (Net), US Dollars"
FFSS_EUR,"Other Financial Corporations Survey, Securities other than Shares, Euros"
FFSS_XDC,"Other Financial Corporations Survey, Securities other than Shares, National Currency"
FFSS_USD,"Other Financial Corporations Survey, Securities other than Shares, US Dollars"
FFSE_EUR,"Other Financial Corporations Survey, Shares and other Equity, Euros"
FFSE_XDC,"Other Financial Corporations Survey, Shares and other Equity, National Currency"
FFSE_USD,"Other Financial Corporations Survey, Shares and other Equity, US Dollars"
FOFAG_EUR,"Other Financial Corporations, Total Gross Assets, Euro"
FOFAG_XDC,"Other Financial Corporations, Total Gross Assets, National Currency"
FOFAG_USD,"Other Financial Corporations, Total Gross Assets, US Dollars"
TXGBECOR_D_FOB_IX,"Other Goods, Beef, Corned, Unit Value of Exports, Index"
TXGBEFZ_D_FOB_IX,"Other Goods, Beef, Frozen, Unit Value of Exports, Index"
TXGBE_D_FOB_IX,"Other Goods, Beef, Unit Value of Exports, Index"
TXGBE_D_USC_LB_FOB_RATE,"Other Goods, Beef, Unit Value of Exports, US Cents per Pound, Rate"
TXGBE_USD,"Other Goods, Beef, Value of Exports, US Dollars"
TXGBE_R_FOB_IX,"Other Goods, Beef, Volume of Exports, Index"
TXGBT_D_FOB_IX,"Other Goods, Butter, Unit Value of Exports, Index"
TXGBT_D_USC_LB_FOB_RATE,"Other Goods, Butter, Unit Value of Exports, US Cents per Pound, Rate"
TXGBT_FOB_XDC,"Other Goods, Butter, Value of Exports, National Currency"
TXGBT_R_FOB_IX,"Other Goods, Butter, Volume of Exports, Index"
TXGCO_D_FOB_IX,"Other Goods, Cacao, Unit Value of Exports, Index"
TXGCO_D_USD_TN_FOB_RATE,"Other Goods, Cacao, Unit Value of Exports, US Dollars per Metric Ton, Rate"
TXGCO_FOB_XDC,"Other Goods, Cacao, Value of Exports, National Currency"
TXGCO_USD,"Other Goods, Cacao, Value of Exports, US Dollars"
TXGCO_R_FOB_IX,"Other Goods, Cacao, Volume of Exports, Index"
TXGCL_D_FOB_IX,"Other Goods, Coal, Unit Value of Exports, Index"
TXGCL_D_USD_TN_FOB_RATE,"Other Goods, Coal, Unit Value of Exports, US Dollars per Metric Ton, Rate"
TXGCL_FOB_XDC,"Other Goods, Coal, Value of Exports, National Currency"
TXGCL_R_FOB_IX,"Other Goods, Coal, Volume of Exports, Index"
TXGCC_D_FOB_IX,"Other Goods, Coconut Oil, Unit Value of Exports, Index"
TXGCC_D_USD_TN_FOB_RATE,"Other Goods, Coconut Oil, Unit Value of Exports, US Dollars per Metric Ton, Rate"
TXGCC_FOB_XDC,"Other Goods, Coconut Oil, Value of Exports, National Currency"
TXGCC_R_FOB_IX,"Other Goods, Coconut Oil, Volume of Exports, Index"
TXGCF_D_FOB_IX,"Other Goods, Coffee, Unit Value of Exports, Index"
TXGCF_D_USC_LB_FOB_RATE,"Other Goods, Coffee, Unit Value of Exports, US Cents per Pound, Rate"
TXGCF_USD,"Other Goods, Coffee, Value of Exports, US Dollars"
TXGCF_R_FOB_IX,"Other Goods, Coffee, Volume of Exports, Index"
TXGSFI_FOB_XDC,"Other Goods, Fish, Value of Exports, National Currency"
TXGFISH_D_FOB_IX,"Other Goods, Fishmeal, Unit Value of Exports, Index"
TXGFISH_D_USD_TN_FOB_RATE,"Other Goods, Fishmeal, Unit Value of Exports, US Dollars per Metric Ton, Rate"
TXGFISH_FOB_XDC,"Other Goods, Fishmeal, Value of Exports, National Currency"
TXGGOLD_FOB_XDC,"Other Goods, Gold, Value of Exports, National Currency"
TXGMAIZ_D_FOB_IX,"Other Goods, Maize, Unit Value of Exports, Index"
TXGMAIZ_R_FOB_IX,"Other Goods, Maize, Volume of Exports, Index"
TXGNP_D_FOB_IX,"Other Goods, Newsprint, Unit Value of Exports, Index"
TXGNP_D_USD_TNS_FOB_RATE,"Other Goods, Newsprint, Unit Value of Exports, US Dollars per Short ton, Rate"
TXGNP_FOB_EUR,"Other Goods, Newsprint, Value of Exports, Euros"
TXGNP_FOB_XDC,"Other Goods, Newsprint, Value of Exports, National Currency"
TXGNP_R_FOB_IX,"Other Goods, Newsprint, Volume of Exports, Index"
TXGPOIL_D_FOB_IX,"Other Goods, Palm Oil, Unit Value of Exports, Index"
TXGPOIL_D_USD_TN_FOB_RATE,"Other Goods, Palm Oil, Unit Value of Exports, US Dollars per Metric Ton, Rate"
TXGPOIL_FOB_XDC,"Other Goods, Palm Oil, Value of Exports, National Currency"
TXGPOIL_R_FOB_IX,"Other Goods, Palm Oil, Volume of Exports, Index"
TXGRIN_D_FOB_IX,"Other Goods, Rice, Unit Value of Exports, Index"
TXGRIN_D_USD_TN_FOB_RATE,"Other Goods, Rice, Unit Value of Exports, US Dollars per Metric Ton, Rate"
TXGRIN_FOB_XDC,"Other Goods, Rice, Value of Exports, National Currency"
TXGRIN_R_FOB_IX,"Other Goods, Rice, Volume of Exports, Index"
TXGRUB_D_TYPE3_FOB_IX,"Other Goods, Rubber, Malaysia (singapore) Market, Unit Value of Exports, Index"
TXGRUB_D_TYPE3_USC_LB_FOB_RATE,"Other Goods, Rubber, Malaysia (singapore) Market, Unit Value of Exports, US Cents per Pound, Rate"
TXGRUB_D_TYPE1_FOB_IX,"Other Goods, Rubber, Malaysia Market, Unit Value of Exports, Index"
TXGRUB_D_TYPE1_USC_LB_FOB_RATE,"Other Goods, Rubber, Malaysia Market, Unit Value of Exports, US Cents per Pound, Rate"
TXGRUB_D_TYPE2_FOB_IX,"Other Goods, Rubber, Thailand Market, Unit Value of Exports, Index"
TXGRUB_D_TYPE2_USC_LB_FOB_RATE,"Other Goods, Rubber, Thailand Market, Unit Value of Exports, US Cents per Pound, Rate"
TXGRUB_FOB_IX,"Other Goods, Rubber, Value of Exports, Index"
TXGRUB_FOB_XDC,"Other Goods, Rubber, Value of Exports, National Currency"
TXGRUB_R_FOB_IX,"Other Goods, Rubber, Volume of Exports, Index"
TXGSOYB_D_FOB_IX,"Other Goods, Soybeans, Unit Value of Exports, Index"
TXGSOYB_USD,"Other Goods, Soybeans, Value of Exports, US Dollars"
TXGSOYB_R_FOB_IX,"Other Goods, Soybeans, Volume of Exports, Index"
TXGSUG_D_TYPE1_FOB_IX,"Other Goods, Sugar, Brazil Market, Unit Value of Exports, Index"
TXGSUG_D_TYPE1_USC_LB_FOB_RATE,"Other Goods, Sugar, Brazil Market, Unit Value of Exports, US Cents per Pound, Rate"
TXGSUG_D_TYPE2_FOB_IX,"Other Goods, Sugar, Philippines Market, Unit Value of Exports, Index"
TXGSUG_D_TYPE2_USC_LB_FOB_RATE,"Other Goods, Sugar, Philippines Market, Unit Value of Exports, US Cents per Pound, Rate"
TXGSUG_FOB_XDC,"Other Goods, Sugar, Value of Exports, National Currency"
TXGSUG_USD,"Other Goods, Sugar, Value of Exports, US Dollars"
TXGSUG_R_FOB_IX,"Other Goods, Sugar, Volume of Exports, Index"
TXGTEA_D_FOB_IX,"Other Goods, Tea, Unit Value of Exports, Index"
TXGTEA_D_USC_KG_FOB_RATE,"Other Goods, Tea, Unit Value of Exports, US Cents per Kilogram, Rate"
TXGTEA_D_USD_TN_FOB_RATE,"Other Goods, Tea, Unit Value of Exports, US Dollars per Metric Ton, Rate"
TXGTEA_FOB_XDC,"Other Goods, Tea, Value of Exports, National Currency"
TXGSN_D_TYPE2_FOB_IX,"Other Goods, Tin, Unit Value of Exports, Bolivia Market, Index"
TXGSN_D_TYPE2_USD_TN_FOB_RATE,"Other Goods, Tin, Unit Value of Exports, Bolivia Market, US Dollars per Metric Ton, Rate"
TXGSN_D_TYPE1_FOB_IX,"Other Goods, Tin, Unit Value of Exports, Malaysia Market, Index"
TXGSN_D_TYPE1_USD_TN_FOB_RATE,"Other Goods, Tin, Unit Value of Exports, Malaysia Market, US Dollars per Metric Ton, Rate"
